Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Low_Sleep_Flag,Extreme_Usage_Flag,Daily_Usage_Hours_Outlier_Flag,Weekend_Usage_Hours_Outlier_Flag,Total_App_Time,Weekend_vs_Weekday_Diff,Time_on_Social_Media_Ratio,Time_on_Gaming_Ratio,Time_on_Education_Ratio
15,Other,Hollymouth,10,4.7,6.8,86,8,1.1,4,2,4,1,0.4,105,5,1.8,0.9,0.7,Browsing,7,4.6,7.1,0,0,0,0,3.4000000000000004,-0.10000000000000053,0.3829787234042553,0.19148936170212766,0.14893617021276595
14,Male,West Andrewchester,8,7.5,7.8,71,9,0.2,9,7,1,0,1.3,22,8,1.0,0.1,1.5,Browsing,8,9.0,6.7,0,0,0,0,2.6,1.5,0.13333333333333333,0.013333333333333334,0.2
13,Male,Kimberlyfurt,10,3.7,5.8,67,8,1.5,8,1,5,0,1.0,60,20,1.92,0.71,1.07,Social Media,10,8.6,9.7,0,0,0,0,3.7,4.8999999999999995,0.5189189189189188,0.19189189189189187,0.2891891891891892
14,Female,Williamsbury,7,5.3,3.4,83,1,0.6,3,6,4,0,1.9,144,12,2.2,1.6,1.1,Browsing,7,4.9,10.0,1,0,0,0,4.9,-0.39999999999999947,0.4150943396226416,0.30188679245283023,0.2075471698113208
17,Other,West Eric,11,5.2,7.8,75,8,4.0,5,9,4,1,1.4,134,15,1.5,1.8,0.2,Other,6,5.7,10.0,0,0,0,0,3.5,0.5,0.28846153846153844,0.34615384615384615,0.038461538461538464
16,Female,North David,8,2.4,4.2,53,10,1.1,4,7,4,0,0.8,108,10,0.99,0.83,0.57,Browsing,8,3.9,8.0,0,0,0,0,2.3899999999999997,1.5,0.41250000000000003,0.3458333333333333,0.2375
18,Other,Allenborough,11,0.5,5.3,89,8,1.3,10,9,4,0,0.4,43,5,0.22,0.13,0.14,Social Media,1,5.3,2.4,0,0,0,0,0.49,4.8,0.44,0.26,0.28
16,Male,East Janettown,8,7.6,7.9,87,4,0.2,9,3,4,1,0.6,146,14,2.8,1.1,1.9,Education,2,6.4,10.0,0,0,0,0,5.8,-1.1999999999999993,0.3684210526315789,0.14473684210526316,0.25
14,Female,Swansonbury,9,7.0,7.1,52,2,0.8,9,4,5,1,1.3,148,6,3.4,0.1,1.2,Browsing,10,5.7,10.0,0,0,0,0,4.7,-1.2999999999999998,0.4857142857142857,0.014285714285714287,0.17142857142857143
19,Female,Harrisport,8,3.6,7.8,59,9,0.3,1,7,1,1,1.7,85,16,2.44,0.73,0.43,Other,5,8.1,9.8,0,0,0,0,3.6,4.5,0.6777777777777777,0.20277777777777778,0.11944444444444444
17,Other,Ronaldbury,10,6.2,6.3,67,8,1.7,9,6,9,1,1.6,47,20,,1.1,0.5,Education,6,6.2,9.1,0,0,0,0,1.6,0.0,,0.1774193548387097,0.08064516129032258
16,Male,South Nicoleside,11,8.3,6.9,97,0,0.8,7,9,2,0,1.3,70,7,2.7,1.9,0.8,Gaming,4,3.7,10.0,0,0,0,0,5.3999999999999995,-4.6000000000000005,0.3253012048192771,0.22891566265060237,0.09638554216867469
15,Female,East Jonathon,11,6.6,5.9,65,2,1.1,2,7,4,0,0.9,113,16,2.4,2.0,0.7,Other,3,7.0,10.0,0,0,0,0,5.1000000000000005,0.40000000000000036,0.36363636363636365,0.30303030303030304,0.10606060606060606
13,Female,Lake Johnfort,7,6.7,5.2,75,6,2.0,8,4,7,0,0.1,122,16,2.6,1.7,0.5,Other,4,4.2,10.0,0,0,0,0,4.8,-2.5,0.3880597014925373,0.2537313432835821,0.07462686567164178
14,Male,East Lisabury,7,4.7,7.9,82,8,0.7,4,6,7,1,1.0,39,15,2.43,1.52,0.76,Education,5,5.5,9.7,0,0,0,0,4.71,0.7999999999999998,0.5170212765957447,0.3234042553191489,0.16170212765957445
16,Female,Jennybury,8,5.5,5.3,93,1,0.9,5,10,8,1,0.6,44,18,2.0,0.6,1.1,Browsing,10,5.9,9.9,0,0,0,0,3.7,0.40000000000000036,0.36363636363636365,0.10909090909090909,0.2
19,Female,Port Eric,10,4.9,5.9,88,8,0.9,4,8,1,0,1.3,21,20,3.6,0.7,0.5,Education,9,4.6,10.0,0,0,0,0,4.8,-0.3000000000000007,0.7346938775510203,0.14285714285714285,0.1020408163265306
15,Female,Port Jenna,7,6.7,6.5,56,2,0.8,3,7,8,0,1.1,72,5,2.8,1.2,,Social Media,3,5.1,9.9,0,0,0,0,4.0,-1.6000000000000005,0.417910447761194,0.1791044776119403,
18,Female,Audreyburgh,7,7.3,6.6,50,4,2.5,9,10,7,1,1.0,35,15,2.7,0.8,1.0,Education,4,4.5,10.0,0,0,0,0,4.5,-2.8,0.36986301369863017,0.10958904109589042,0.136986301369863
17,Other,New Michelleport,10,4.7,5.0,89,9,0.2,9,2,10,1,0.9,39,8,2.45,1.57,0.69,Browsing,2,5.7,8.7,0,0,0,0,4.710000000000001,1.0,0.5212765957446809,0.33404255319148934,0.14680851063829786
14,Male,Bettyburgh,11,5.3,6.8,84,3,1.0,6,4,1,1,1.5,106,11,1.9,1.7,1.4,Social Media,5,6.2,9.8,0,0,0,0,5.0,0.9000000000000004,0.3584905660377358,0.32075471698113206,0.2641509433962264
13,Other,West Josephborough,10,7.3,8.1,76,0,2.4,1,1,5,1,1.5,51,8,1.9,1.5,1.6,Social Media,2,4.9,9.3,0,0,0,0,5.0,-2.3999999999999995,0.2602739726027397,0.20547945205479454,0.21917808219178084
15,Other,Smithberg,7,5.5,5.3,69,0,0.0,1,7,1,1,0.0,45,12,1.9,1.3,0.9,Social Media,9,6.6,9.4,0,0,0,0,4.1000000000000005,1.0999999999999996,0.34545454545454546,0.23636363636363636,0.16363636363636364
14,Male,North Thomasview,8,2.6,7.2,73,3,0.6,8,9,1,0,0.0,107,9,1.59,0.52,0.49,Education,8,5.9,9.0,0,0,0,0,2.6000000000000005,3.3000000000000003,0.6115384615384616,0.2,0.18846153846153846
13,Male,North Jerry,7,2.4,7.1,52,1,2.3,5,4,7,0,0.5,81,18,1.52,0.44,0.44,Browsing,1,3.5,7.2,0,0,0,0,2.4,1.1,0.6333333333333334,0.18333333333333335,0.18333333333333335
13,Male,North Christopher,12,4.3,5.8,100,10,0.4,2,1,9,1,0.9,126,15,2.48,0.95,0.87,Other,8,5.0,10.0,0,0,0,0,4.3,0.7000000000000002,0.5767441860465117,0.22093023255813954,0.20232558139534884
13,Female,South Richard,12,1.1,6.8,77,9,1.9,3,9,4,1,1.6,38,19,0.58,0.52,,Education,2,3.7,10.0,0,0,0,0,1.1,2.6,0.5272727272727272,0.4727272727272727,
16,Female,Shawntown,9,5.7,8.6,55,0,0.3,5,6,5,1,1.3,121,6,1.97,2.06,1.67,Other,4,4.4,9.1,0,0,0,0,5.7,-1.2999999999999998,0.34561403508771926,0.36140350877192984,0.29298245614035084
14,Other,Huntland,12,6.9,7.9,52,4,3.3,10,2,5,1,0.9,92,10,3.3,1.8,0.9,Social Media,4,7.9,10.0,0,0,0,0,6.0,1.0,0.47826086956521735,0.2608695652173913,0.13043478260869565
15,Other,North Sydney,9,2.9,5.9,92,4,1.2,5,9,6,1,0.8,45,6,1.74,0.08,1.08,Browsing,4,4.3,4.2,0,0,0,0,2.9000000000000004,1.4,0.6,0.027586206896551727,0.3724137931034483
15,Female,New Michael,12,4.6,7.4,60,2,0.0,3,9,4,1,0.3,150,6,2.07,1.44,1.09,Social Media,4,3.7,10.0,0,0,0,0,4.6,-0.8999999999999995,0.45,0.3130434782608696,0.23695652173913048
15,Other,Mariahport,11,5.3,5.9,96,2,0.9,8,3,8,0,0.9,51,15,3.95,1.17,0.18,Gaming,5,10.2,10.0,0,0,0,0,5.3,4.8999999999999995,0.7452830188679246,0.22075471698113208,0.033962264150943396
14,Male,West Maryland,9,3.9,3.7,85,8,0.7,8,2,6,1,1.1,39,19,1.71,1.54,0.65,Browsing,2,6.2,10.0,1,0,0,0,3.9,2.3000000000000003,0.43846153846153846,0.3948717948717949,0.16666666666666669
13,Male,West Austinchester,7,5.1,5.5,80,10,1.7,6,6,6,1,0.9,77,6,3.2,1.04,0.86,Browsing,2,4.8,10.0,0,0,0,0,5.1000000000000005,-0.2999999999999998,0.627450980392157,0.203921568627451,0.16862745098039217
16,Female,Hahnborough,7,4.0,5.1,79,10,0.9,8,9,1,1,2.0,81,17,1.82,1.45,0.73,Gaming,2,6.0,10.0,0,0,0,0,4.0,2.0,0.455,0.3625,0.1825
13,Female,East Brian,11,8.8,7.7,62,5,1.7,8,6,3,1,0.6,34,18,3.2,1.2,1.5,Gaming,6,5.6,10.0,0,0,0,0,5.9,-3.200000000000001,0.36363636363636365,0.13636363636363635,0.17045454545454544
14,Other,Port Emilyside,10,1.0,5.9,74,4,1.7,10,6,8,1,1.1,92,20,0.3,0.44,0.27,Social Media,2,5.0,8.6,0,0,0,0,1.01,4.0,0.3,0.44,0.27
18,Female,West Jenniferchester,8,5.7,6.2,52,9,1.3,2,8,10,1,1.9,82,5,2.3,1.8,0.7,Gaming,9,4.1,9.3,0,0,0,0,4.8,-1.6000000000000005,0.40350877192982454,0.3157894736842105,0.12280701754385964
18,Female,East Melissafurt,7,5.4,7.0,90,9,0.2,10,10,1,1,1.3,47,17,3.9,0.83,0.66,Gaming,6,9.5,10.0,0,0,0,0,5.39,4.1,0.7222222222222222,0.15370370370370368,0.12222222222222222
13,Female,North Ruben,10,4.4,7.6,69,4,1.8,2,7,10,1,2.4,73,17,2.7,1.7,,Browsing,2,3.3,9.9,0,0,0,0,4.4,-1.1000000000000005,0.6136363636363636,0.3863636363636363,
14,Male,New Michael,10,6.3,4.4,52,6,0.6,2,1,5,1,0.7,74,7,2.8,1.0,1.5,Browsing,2,6.9,10.0,0,0,0,0,5.3,0.6000000000000005,0.4444444444444444,0.15873015873015872,0.2380952380952381
17,Female,Christopherton,12,7.8,4.6,56,0,1.5,6,10,9,1,0.6,126,6,0.9,2.1,0.9,Other,4,8.2,10.0,0,0,0,0,3.9,0.39999999999999947,0.11538461538461539,0.2692307692307693,0.11538461538461539
18,Female,West Morgan,8,2.9,4.9,84,5,0.3,5,1,7,0,1.6,74,9,1.34,0.99,0.57,Other,3,8.8,7.0,0,0,0,0,2.9,5.9,0.4620689655172414,0.3413793103448276,0.196551724137931
16,Female,Lake Jonathan,11,4.1,6.7,82,0,0.6,8,6,1,0,1.3,150,6,1.6,0.5,0.2,Social Media,6,3.4,7.0,0,0,0,0,2.3000000000000003,-0.6999999999999997,0.39024390243902446,0.12195121951219513,0.04878048780487806
17,Female,Port Lisamouth,12,5.5,5.5,62,8,0.8,9,4,7,0,0.7,67,18,3.12,2.38,,Social Media,7,6.7,10.0,0,0,0,0,5.5,1.2000000000000002,0.5672727272727273,0.4327272727272727,
19,Male,Bateschester,12,8.5,6.7,69,1,1.7,5,2,6,1,1.0,47,10,1.7,1.7,0.9,Education,7,10.4,10.0,0,0,0,0,4.3,1.9000000000000004,0.19999999999999998,0.19999999999999998,0.10588235294117647
17,Other,Edwardborough,10,3.3,8.0,69,4,1.2,9,9,1,1,0.6,112,6,0.69,1.82,0.78,Other,8,4.2,5.6,0,0,0,0,3.29,0.9000000000000004,0.20909090909090908,0.5515151515151515,0.2363636363636364
14,Other,East Kevinland,7,3.9,5.8,95,6,1.7,1,6,8,1,0.4,83,19,2.0,1.2,,Browsing,1,4.6,9.7,0,0,0,0,3.2,0.6999999999999997,0.5128205128205129,0.3076923076923077,
19,Other,South Jay,12,5.6,5.2,73,2,3.0,2,1,1,1,0.5,98,11,2.2,0.8,0.3,Other,1,7.8,10.0,0,0,0,0,3.3,2.2,0.3928571428571429,0.14285714285714288,0.053571428571428575
13,Other,Port Andrew,12,4.4,5.4,69,9,0.9,2,8,1,1,1.2,142,18,2.45,1.15,0.79,Browsing,9,6.6,10.0,0,0,0,0,4.390000000000001,2.1999999999999993,0.5568181818181818,0.2613636363636363,0.17954545454545454
16,Male,Port Craigview,10,5.9,5.0,54,3,0.5,7,10,5,0,1.0,53,10,2.8,0.8,,Education,9,6.1,10.0,0,0,0,0,3.5999999999999996,0.1999999999999993,0.47457627118644063,0.13559322033898305,
14,Female,South Daniel,10,3.5,8.0,63,9,1.3,6,7,8,1,0.7,35,13,2.4,,0.5,Browsing,3,4.7,5.2,0,0,0,0,2.9,1.2000000000000002,0.6857142857142857,,0.14285714285714285
13,Female,Lake Virginia,11,4.8,9.5,64,2,1.4,3,1,7,1,0.7,40,17,1.93,1.93,0.94,Education,5,6.6,10.0,0,0,0,0,4.8,1.7999999999999998,0.40208333333333335,0.40208333333333335,0.19583333333333333
14,Male,North Margaret,11,3.1,5.6,52,5,0.2,10,2,10,1,1.2,31,6,1.22,1.15,0.73,Education,9,4.2,9.3,0,0,0,0,3.1,1.1,0.3935483870967742,0.3709677419354838,0.23548387096774193
19,Other,North Anthony,10,3.0,6.1,77,8,0.4,9,5,7,1,0.6,141,13,1.12,1.53,0.35,Gaming,10,3.1,9.9,0,0,0,0,3.0000000000000004,0.10000000000000009,0.37333333333333335,0.51,0.11666666666666665
16,Other,New Tarashire,8,3.8,5.2,87,9,2.6,2,8,4,1,0.7,60,13,1.0,1.1,1.1,Education,6,8.7,7.1,0,0,0,0,3.2,4.8999999999999995,0.2631578947368421,0.2894736842105263,0.2894736842105263
17,Male,Masonburgh,8,4.9,7.7,87,7,0.0,5,5,6,1,1.4,86,11,1.25,2.69,0.96,Browsing,7,7.4,9.1,0,0,0,0,4.9,2.5,0.25510204081632654,0.5489795918367346,0.19591836734693877
17,Male,Diazberg,10,8.4,9.3,84,7,1.0,8,3,2,1,1.6,28,7,2.0,1.2,1.0,Social Media,8,5.0,8.9,0,0,0,0,4.2,-3.4000000000000004,0.23809523809523808,0.14285714285714285,0.11904761904761904
14,Other,South Jenna,10,2.4,3.4,53,2,1.2,2,4,8,1,1.4,126,5,1.3,1.04,0.05,Browsing,1,6.0,8.7,1,0,0,0,2.3899999999999997,3.6,0.5416666666666667,0.43333333333333335,0.020833333333333336
13,Female,Lake Joseph,7,4.6,8.7,98,7,1.2,4,6,1,0,1.4,122,10,2.96,1.48,0.16,Browsing,5,9.5,10.0,0,0,0,0,4.6,4.9,0.6434782608695653,0.32173913043478264,0.034782608695652174
17,Male,East Willie,7,5.3,8.4,67,10,0.7,9,4,8,1,0.5,70,18,3.4,0.9,0.7,Education,10,4.9,10.0,0,0,0,0,5.0,-0.39999999999999947,0.6415094339622641,0.169811320754717,0.1320754716981132
15,Male,East Amberberg,9,5.6,5.3,73,5,0.6,5,4,9,1,2.0,100,9,2.7,,1.1,Social Media,1,7.8,9.5,0,0,0,0,3.8000000000000003,2.2,0.4821428571428572,,0.19642857142857145
13,Male,Bettyberg,8,5.7,5.6,67,9,0.5,10,8,2,1,0.8,126,9,2.7,0.6,0.3,Education,1,8.5,10.0,0,0,0,0,3.6,2.8,0.4736842105263158,0.10526315789473684,0.05263157894736842
16,Male,South Peter,10,2.5,10.0,60,5,1.4,7,10,9,0,0.6,133,17,1.61,0.83,0.06,Gaming,6,6.1,8.0,0,0,0,0,2.5,3.5999999999999996,0.644,0.33199999999999996,0.024
19,Other,Malonetown,12,3.2,8.5,58,3,1.9,1,3,3,1,0.7,71,11,2.0,,1.2,Browsing,6,5.3,5.1,0,0,0,0,3.2,2.0999999999999996,0.625,,0.37499999999999994
17,Female,North James,12,6.6,5.5,68,2,2.0,4,2,9,1,1.4,138,19,3.6,0.5,2.1,Browsing,3,6.7,10.0,0,0,0,0,6.199999999999999,0.10000000000000053,0.5454545454545455,0.07575757575757576,0.31818181818181823
13,Other,Stephaniehaven,12,2.8,6.0,79,8,0.7,1,8,4,1,0.6,78,5,1.58,0.93,0.29,Gaming,4,6.7,5.9,0,0,0,0,2.8000000000000003,3.9000000000000004,0.5642857142857144,0.3321428571428572,0.10357142857142856
15,Other,Camachoberg,7,4.6,5.1,51,2,1.0,8,7,6,1,1.3,89,17,2.26,0.65,1.69,Gaming,7,6.8,10.0,0,0,0,0,4.6,2.2,0.49130434782608695,0.14130434782608697,0.36739130434782613
18,Male,Marqueztown,9,6.4,7.3,84,3,0.2,10,6,1,1,0.0,52,12,1.0,2.4,,Gaming,6,9.2,9.6,0,0,0,0,3.4,2.799999999999999,0.15625,0.37499999999999994,
13,Female,West Cliffordside,10,3.7,5.7,90,6,0.8,3,6,7,0,0.6,117,20,1.94,0.79,0.97,Other,10,5.5,10.0,0,0,0,0,3.7,1.7999999999999998,0.5243243243243243,0.21351351351351353,0.26216216216216215
14,Other,Lake James,11,6.0,7.5,63,0,0.8,8,10,6,1,0.7,66,16,2.4,1.5,0.7,Other,5,3.8,10.0,0,0,0,0,4.6,-2.2,0.39999999999999997,0.25,0.11666666666666665
19,Male,Perrymouth,8,6.5,6.9,88,7,1.2,7,5,2,1,1.2,93,19,2.3,2.3,1.7,Gaming,3,6.1,10.0,0,0,0,0,6.3,-0.40000000000000036,0.3538461538461538,0.3538461538461538,0.26153846153846155
17,Male,Dawsonville,12,4.7,5.5,68,5,0.3,8,1,6,0,1.5,77,8,1.9,1.3,,Social Media,1,5.5,8.3,0,0,0,0,3.2,0.7999999999999998,0.40425531914893614,0.2765957446808511,
17,Other,Georgemouth,8,4.4,7.8,55,9,1.5,5,3,9,1,1.1,131,15,0.3,1.5,1.4,Social Media,5,7.5,7.9,0,0,0,0,3.2,3.0999999999999996,0.06818181818181818,0.3409090909090909,0.3181818181818181
15,Male,Port Brandy,12,3.8,4.3,89,2,0.0,5,6,1,1,0.9,56,19,1.58,1.11,1.11,Other,1,5.0,10.0,0,0,0,0,3.8000000000000007,1.2000000000000002,0.41578947368421054,0.29210526315789476,0.29210526315789476
17,Other,North Kelly,12,9.3,6.9,88,2,0.7,6,2,3,0,1.2,106,9,2.0,0.3,0.9,Gaming,8,8.6,10.0,0,0,0,0,3.1999999999999997,-0.7000000000000011,0.2150537634408602,0.03225806451612903,0.0967741935483871
14,Female,North Johnmouth,8,3.8,6.2,95,4,0.8,7,1,2,0,1.5,32,9,1.93,1.0,0.87,Gaming,5,2.1,7.8,0,0,0,0,3.8,-1.6999999999999997,0.5078947368421053,0.2631578947368421,0.22894736842105265
14,Male,South Kayla,11,4.8,6.4,77,5,0.2,7,3,2,0,1.0,62,18,2.9,1.1,0.1,Education,9,6.1,10.0,0,0,0,0,4.1,1.2999999999999998,0.6041666666666666,0.22916666666666669,0.020833333333333336
18,Male,Cooperland,10,4.9,7.0,94,3,1.3,6,9,8,0,0.6,109,13,2.3,,,Gaming,6,5.4,8.5,0,0,0,0,2.3,0.5,0.4693877551020407,,
13,Other,Virginiaside,11,5.7,6.0,74,1,0.4,8,3,9,1,1.0,63,20,2.6,,1.7,Browsing,8,3.3,10.0,0,0,0,0,4.3,-2.4000000000000004,0.45614035087719296,,0.2982456140350877
16,Female,Jacobhaven,12,5.4,4.9,88,8,1.3,1,7,9,0,1.7,131,8,2.9,1.7,0.2,Gaming,2,5.4,10.0,0,0,0,0,4.8,0.0,0.537037037037037,0.31481481481481477,0.037037037037037035
14,Male,Ashleychester,11,6.6,8.0,81,8,1.4,6,4,1,0,0.7,87,17,3.39,2.32,0.89,Browsing,4,7.1,10.0,0,0,0,0,6.6,0.5,0.5136363636363637,0.3515151515151515,0.13484848484848486
17,Other,East Megan,11,6.5,6.0,64,10,0.0,4,5,1,1,1.1,50,6,3.0,1.6,0.2,Education,2,6.2,10.0,0,0,0,0,4.8,-0.2999999999999998,0.46153846153846156,0.24615384615384617,0.03076923076923077
19,Female,North James,8,7.0,5.3,59,5,0.4,10,8,9,0,0.8,134,11,2.4,1.5,0.4,Other,10,3.5,10.0,0,0,0,0,4.3,-3.5,0.34285714285714286,0.21428571428571427,0.05714285714285715
17,Female,Lake Melissatown,9,4.1,6.8,62,10,1.5,3,8,10,1,1.0,127,15,2.87,1.02,0.2,Education,10,5.3,10.0,0,0,0,0,4.09,1.2000000000000002,0.7000000000000001,0.24878048780487808,0.04878048780487806
19,Female,West Matthew,9,3.2,4.3,82,6,0.6,10,3,4,1,1.0,23,11,1.39,1.33,0.48,Education,9,6.9,8.8,0,0,0,0,3.1999999999999997,3.7,0.43437499999999996,0.415625,0.15
17,Other,West Davidchester,10,5.0,7.2,80,8,0.2,4,4,1,1,1.7,122,16,1.85,2.04,1.11,Social Media,7,7.4,10.0,0,0,0,0,5.0,2.4000000000000004,0.37,0.40800000000000003,0.22200000000000003
18,Other,Lake Michaelport,9,4.3,4.0,95,6,1.3,8,6,8,1,0.5,24,13,2.74,1.56,,Gaming,8,6.9,10.0,0,0,0,0,4.300000000000001,2.6000000000000005,0.6372093023255815,0.3627906976744186,
17,Other,Haleyhaven,10,5.4,7.8,77,7,0.0,5,4,7,1,1.4,120,12,4.3,,0.4,Gaming,10,3.1,10.0,0,0,0,0,4.7,-2.3000000000000003,0.7962962962962962,,0.07407407407407407
13,Male,Russellton,9,3.7,4.2,85,7,1.7,7,2,10,0,2.0,132,6,1.4,1.1,0.1,Browsing,9,2.0,7.9,0,0,0,0,2.6,-1.7000000000000002,0.37837837837837834,0.2972972972972973,0.02702702702702703
16,Other,Lake Amandahaven,9,5.2,6.1,93,6,0.6,8,8,5,1,0.9,93,11,3.17,1.81,0.23,Social Media,4,9.3,10.0,0,0,0,0,5.210000000000001,4.1000000000000005,0.6096153846153846,0.34807692307692306,0.04423076923076923
13,Male,New Jessemouth,8,2.5,7.6,90,7,0.1,5,2,10,1,1.0,61,7,0.94,0.69,0.87,Browsing,3,2.1,5.8,0,0,0,0,2.5,-0.3999999999999999,0.376,0.27599999999999997,0.348
18,Female,South Stephanieton,12,4.0,5.7,55,0,1.4,4,5,2,1,1.3,48,18,1.69,1.88,0.44,Other,8,8.3,10.0,0,0,0,0,4.01,4.300000000000001,0.4225,0.47,0.11
18,Male,Lake Julianborough,8,7.6,7.0,61,7,2.7,10,3,7,0,1.6,121,5,3.1,1.7,1.9,Social Media,10,11.6,10.0,0,0,0,1,6.699999999999999,4.0,0.4078947368421053,0.2236842105263158,0.25
17,Female,Port Brittanyville,12,4.9,4.7,79,8,1.0,3,4,2,1,1.3,122,12,2.3,1.2,0.6,Gaming,10,5.0,10.0,0,0,0,0,4.1,0.09999999999999964,0.4693877551020407,0.24489795918367344,0.12244897959183672
14,Male,Lake Holly,11,2.8,4.4,60,8,0.0,2,4,7,1,1.2,95,9,2.12,0.3,0.38,Gaming,10,8.1,7.5,0,0,0,0,2.8,5.3,0.7571428571428572,0.10714285714285715,0.13571428571428573
16,Female,Port Theodore,9,2.9,6.7,64,8,0.0,5,7,9,0,1.5,115,14,1.97,0.7,0.23,Other,3,5.1,9.2,0,0,0,0,2.9,2.1999999999999997,0.6793103448275862,0.24137931034482757,0.07931034482758621
17,Other,West Phillipfort,11,4.1,7.1,80,3,0.0,10,8,6,1,0.7,121,17,1.0,0.4,1.1,Browsing,6,6.2,7.8,0,0,0,0,2.5,2.1000000000000005,0.24390243902439027,0.09756097560975611,0.26829268292682934
16,Male,West Beverlyton,10,8.3,5.7,98,8,0.9,3,9,10,0,1.4,83,7,4.5,,0.8,Other,3,6.1,10.0,0,0,0,0,5.3,-2.200000000000001,0.5421686746987951,,0.09638554216867469
16,Female,East Tylermouth,9,0.6,5.7,72,7,0.5,7,2,7,0,1.8,26,7,0.36,0.16,0.08,Social Media,5,4.5,6.1,0,0,0,0,0.6,3.9,0.6,0.26666666666666666,0.13333333333333333
19,Female,Wellsland,7,5.6,4.7,98,10,0.9,5,5,4,0,0.8,108,16,3.09,2.21,0.29,Other,2,9.1,10.0,0,0,0,0,5.59,3.5,0.5517857142857143,0.3946428571428572,0.05178571428571428
14,Other,South Carrie,12,6.5,5.6,83,0,1.5,10,4,3,0,1.5,64,11,2.2,2.7,1.0,Social Media,2,7.3,10.0,0,0,0,0,5.9,0.7999999999999998,0.3384615384615385,0.4153846153846154,0.15384615384615385
17,Male,South Michael,10,5.3,6.1,54,4,1.3,3,4,3,0,0.7,146,6,2.1,2.19,1.01,Browsing,9,8.0,10.0,0,0,0,0,5.3,2.7,0.39622641509433965,0.41320754716981134,0.19056603773584907
17,Male,Port Anthony,9,4.0,7.5,52,1,1.4,7,4,5,1,0.7,67,14,2.04,1.53,0.43,Education,8,6.9,8.6,0,0,0,0,4.0,2.9000000000000004,0.51,0.3825,0.1075
15,Male,Derrickville,8,11.0,7.7,59,2,0.4,7,7,2,0,2.1,81,10,1.6,1.6,1.4,Browsing,8,6.2,10.0,0,1,1,0,4.6,-4.8,0.14545454545454548,0.14545454545454548,0.12727272727272726
15,Other,Floresmouth,7,6.3,7.5,83,5,1.3,8,10,4,0,1.6,40,14,4.02,1.19,1.1,Education,2,5.7,10.0,0,0,0,0,6.309999999999999,-0.5999999999999996,0.638095238095238,0.18888888888888888,0.17460317460317462
14,Female,New Willie,8,0.3,5.8,64,7,0.4,4,9,2,0,0.0,43,18,0.16,0.09,0.06,Social Media,6,2.7,5.0,0,0,0,0,0.31,2.4000000000000004,0.5333333333333333,0.3,0.2
16,Male,Marissaberg,12,4.8,4.7,61,3,0.6,10,1,1,1,1.7,26,12,1.4,2.5,0.9,Education,10,2.9,9.3,0,0,0,0,4.8,-1.9,0.2916666666666667,0.5208333333333334,0.1875
19,Other,North Tony,8,4.4,9.1,100,6,0.5,6,2,6,1,1.4,109,11,3.22,0.55,0.63,Education,5,7.2,9.0,0,0,0,0,4.4,2.8,0.7318181818181818,0.125,0.14318181818181816
19,Male,Lake Crystal,7,6.3,4.3,57,3,1.3,8,7,8,0,0.5,53,15,2.0,2.0,1.1,Education,7,7.8,10.0,0,0,0,0,5.1,1.5,0.31746031746031744,0.31746031746031744,0.17460317460317462
17,Male,Andreaville,7,6.4,7.3,66,1,2.2,8,7,8,0,0.5,144,11,1.9,0.4,1.9,Browsing,4,3.9,10.0,0,0,0,0,4.199999999999999,-2.5000000000000004,0.29687499999999994,0.0625,0.29687499999999994
18,Male,East Michael,10,4.7,6.4,88,0,1.0,6,8,6,0,1.3,99,13,2.31,1.07,1.32,Other,7,3.6,10.0,0,0,0,0,4.7,-1.1,0.49148936170212765,0.2276595744680851,0.28085106382978725
17,Female,New Clinton,12,4.2,4.1,74,4,1.1,10,6,1,0,0.6,131,11,2.02,1.26,0.92,Browsing,6,12.4,10.0,0,0,0,1,4.2,8.2,0.4809523809523809,0.3,0.21904761904761905
14,Male,Staceyfort,9,5.9,6.3,89,0,0.7,3,6,9,1,1.3,54,19,2.64,2.03,1.23,Browsing,8,7.5,10.0,0,0,0,0,5.9,1.5999999999999996,0.44745762711864406,0.34406779661016945,0.20847457627118643
19,Other,Jessicabury,7,8.1,8.2,86,0,1.0,3,6,2,1,1.1,73,19,1.8,2.0,,Education,6,5.9,10.0,0,0,0,0,3.8,-2.1999999999999993,0.22222222222222224,0.2469135802469136,
19,Female,Priceville,11,6.4,5.2,97,7,1.9,5,2,2,0,1.2,55,13,1.6,0.8,1.1,Browsing,5,6.7,9.9,0,0,0,0,3.5000000000000004,0.2999999999999998,0.25,0.125,0.171875
18,Female,Port Marcus,8,5.1,4.2,82,8,0.2,1,7,8,0,1.3,127,20,1.9,1.9,1.3,Other,9,3.2,10.0,0,0,0,0,5.1,-1.8999999999999995,0.37254901960784315,0.37254901960784315,0.25490196078431376
